latitude,longitude,zipcode,severity,Comments,SubCategory,Item
37.27791855,-121.835128,95136,3,p/u car debris,GLA - Glass,Glass
37.34776893,-121.8246194,95127,1,p/u debris bag,GAR - Garbage,Garbage
37.32622227,-121.9062047,95126,2,p.u 1 sofa & bag,FUR - Furniture,Furniture
37.32617735,-121.9047957,95126,2,p/u reclining chair,FUR - Furniture,Furniture
37.34911463,-121.8757767,95112,2,p/u mattress,FUR - Furniture,Furniture
37.3505941,-121.7970302,95148,1,completed,OTH - Other,Other
37.37469661,-121.8738757,95131,1,NULL,YW - Yard Waste,Yard Waste
37.23583132,-121.7930989,95119,2,p.u 1 mattress,FUR - Furniture,Furniture
37.34111619,-121.88851,95112,2,PICKED UP AND REMOVED FROM ROAD & SIDEWALK,FUR - Furniture,Furniture
37.29298027,-121.8186835,95121,2,PICKED UP AND REMOVED,FUR - Furniture,Furniture
37.34776893,-121.8246194,95127,1,ARRIVED 08:10 - 2 LARGE ROLLS OF CARPET AND PAD,GAR - Garbage,Garbage
37.35315487,-121.8471679,95116,1,ARRIVED 12:10 - WOOD DEBRIS,OTH - Other,Other
37.32201385,-121.9005809,95125,2,ARRIVED 11:00 - BIG SOFA,FUR - Furniture,Furniture
37.31733012,-121.8339856,95122,1,ARRIVED 13:00 - PLYWOOD & CONST DEBRIS,OTH - Other,Other
37.34111665,-121.8294464,95122,2,1 MATTRESS,FUR - Furniture,Furniture
37.33283899,-121.8676618,95112,2,"ARRIVED 14:15 - 1 MATTRESS, BOXSPRING AND FRAME",FUR - Furniture,Furniture
37.31089487,-121.7886946,95121,1,p/u 40 bags dirt,GAR - Garbage,Garbage
37.31641347,-121.8739533,95110,3,ARRIVED 10:15 - BROKEN GLASS BOTTLES - COMPLETE,GLA - Glass,Glass
37.32023184,-121.8772708,95112,2,ARRIVED 10:40 - DRESSER - COMPLETE,FUR - Furniture,Furniture
37.31516708,-121.8932187,95125,3,called rp debris was swept up by neighbor area clear. called rp on phone,GLA - Glass,Glass
37.28536618,-121.8138808,95111,2,ARRIVED 09:32 - COUCH - COMPLETE,FUR - Furniture,Furniture
37.31489676,-121.8325404,95121,2,ARRIVED 21:00 - P/UP 4 MATTRESSES,FUR - Furniture,Furniture
37.33283905,-121.7880595,95148,1,ARRIVED 21:50 - P/UP GARBAGE,GAR - Garbage,Garbage
37.24985363,-121.8795509,95118,2,ARRIVED 18:10 - P/UP 2 SOFAS & 1 DRESSER,FUR - Furniture,Furniture
37.34934228,-121.8492062,95116,2,E-MAIL WHEN COMPLETE - ARRIVED 09:45 NOTHING AT LOCATION,FUR - Furniture,Furniture
37.32029575,-121.9171581,95126,2,p/u box spring & mattress,FUR - Furniture,Furniture
37.33396107,-121.8420376,95136,2,ARRIVED 11:40 P/UP MATTRESS & BOXSPRING,FUR - Furniture,Furniture
37.36306746,-121.8343086,95127,1,removed yw behind barricade and ifo,YW - Yard Waste,Yard Waste
37.31130274,-121.8739964,95110,2,"ARRIVED 13:10 - P/UP SOFA, BROKEN FURN, GARBAGE AND DEBRIS",FUR - Furniture,Furniture
37.30139842,-121.8865694,95125,2,"ARRIVED 12:23 - P/UP LEATHER SOFA, DRESSER, DRAWERS AND GARBAGE",FUR - Furniture,Furniture
37.32525463,-121.7783701,95148,2,"ARRIVED 17:00 P/UP SOFA, LOVESEAT AND CHAIR",FUR - Furniture,Furniture
37.3039457,-121.9845014,95129,1,"dirt from contractor, contacted him he said it would be used in yard he was landscaping by end of day",OTH - Other,Other
37.26733076,-121.8714778,95136,1,ARRIVED 20:00 - P.O. HAD ROCK DELIVERED TO RESIDENCE. PLACED AT CURBLINE - THEY ARE GOING TO USE ROCK.,OTH - Other,Other
37.25745453,-121.8182481,95123,2,ARRIVED 20:40 - P/UP 2 MATTRESSES,FUR - Furniture,Furniture
37.3164653,-121.96832,95117,3,COMPLETED,GLA - Glass,Glass
37.35411448,-121.889612,95112,2,p/u mattress,FUR - Furniture,Furniture
37.38309088,-121.8364894,95127,2,ARRIVED 22:25 P/UP SOFA,FUR - Furniture,Furniture
37.33727486,-121.8707056,95112,2,"p/u sofa, chair, microwave, glass, debris",FUR - Furniture,Furniture
37.41527605,-121.8626193,95132,2,"p/u sofa, 2 chairs, debris, garb (on stonewood)",FUR - Furniture,Furniture
37.33297869,-121.8248328,95122,2,"p/u mattress, boxspring in street",FUR - Furniture,Furniture
37.30448775,-121.9924656,95129,1,completed by green waste,YW - Yard Waste,Yard Waste
37.28262718,-121.9224551,95008,1,"p./u large pile of gw, tried to contact resident around corner no answer",YW - Yard Waste,Yard Waste
37.30448775,-121.9924656,95129,1,already another sr for happy valley & doyle to the pb loader,YW - Yard Waste,Yard Waste
37.34794198,-121.8589321,95116,1,ARRIVED 08:40 P/UP WOOD & DEBRIS ACF CHURCH,OTH - Other,Other
37.36409561,-121.8458879,95116,2,"ARRIVED 08:57 P/UP RUG, TV, 2 GLASS SHOWER DOORS",FUR - Furniture,Furniture
37.36787794,-121.8503983,95133,2,ARRIVED 09:17 P/UP MATTRESS BEH KOHLS,FUR - Furniture,Furniture
37.29599103,-121.961923,95008,3,jg called x8956 s/w #418,HAZ - Haz Mat,Haz Mat
37.32911991,-121.8752652,95112,2,P/UP 3 MATTRESSES,FUR - Furniture,Furniture
37.33161023,-121.8742732,95112,2,P/UP 5 CHAIRS,FUR - Furniture,Furniture
37.31364801,-121.8602379,95112,1,camper transported to SY debris pile,OTH - Other,Other
37.2973313,-121.7882966,95121,1,"ARRIVED 10:29 - P/UP 12"" PIPE IN FLOWERBED",OTH - Other,Other
37.36003217,-121.8954561,95112,1,p/u 7 shopping carts,OTH - Other,Other
37.35572916,-121.8946285,95110,2,ARRIVED 11:25 P/UP MATTRESS & BOXSPRING,FUR - Furniture,Furniture
37.27295167,-121.8552119,95136,1,NULL,YW - Yard Waste,Yard Waste
37.31235787,-121.88268,95110,2,ARRIVED 13:36 P/UP MATTRESS,FUR - Furniture,Furniture
37.36180136,-121.8826998,95112,1,"ARRIVED 14:31 P/UP GARBAGE, CLOTHES AND CARDBOARD",OTH - Other,Other
37.29403088,-121.9717401,95126,3,ARRIVED 14:00 - P/UP ATUO BATTERY AT C&G,HAZ - Haz Mat,Haz Mat
37.34985558,-121.8650794,95116,2,"p/u sofa, litter, garb",FUR - Furniture,Furniture
37.22207873,-121.8729115,95120,1,NULL,OTH - Other,Other
37.34482466,-121.8848182,94112,2,P/U 2 MATTRESSES,FUR - Furniture,Furniture
37.24483175,-121.9023428,95118,2,"p/u blue sofa, debris",FUR - Furniture,Furniture
37.38521499,-121.8692642,95131,2,on private property,TIR - Tires,Tires
37.29092008,-121.8216558,95111,2,"p/u 2 mattress, 1 boxspring",FUR - Furniture,Furniture
37.29112523,-121.8296134,95111,2,nothing at location,FUR - Furniture,Furniture
37.32131353,-121.8708771,95112,2,"p/u mattress, sleeper, sofa, leather chair, debris",FUR - Furniture,Furniture
37.30689037,-121.8786035,95125,1,p/u bags of debris,GAR - Garbage,Garbage
37.31452114,-121.8720409,95110,1,p.u bags of clothes,GAR - Garbage,Garbage
37.32911991,-121.8752652,95112,2,ARRIVED 21:50 - P/UP SOFA,FUR - Furniture,Furniture
37.31367548,-121.8912717,95125,1,ARRIVED 16:45 - P/UP CONSTRUCTION DEBRIS ON SIDEWALK. CALLED SJ20  TO INFORM SANTA CLARA VALLEY WATER DIST TO P/UP REMAINING DEBRIS FROM THEIR AREA,GAR - Garbage,Garbage
37.33765529,-121.8916747,95113,2,"P/U 2 MATTRESSES, SOFA, RECLINER",FUR - Furniture,Furniture
37.30359396,-121.8611779,95112,1,ARRIVED 17:20 - COULD NOT LOCATE - CALLED RP - YW BAG ON MIDDLE LANE E/B,YW - Yard Waste,Yard Waste
37.24331705,-121.8092676,95123,1,ARRIVED 20:35 - COULD NOT LOCATE -CALLED RP,OTH - Other,Other
37.25457454,-121.866229,95123,1,PER SJ20 CANCEL - SJPD PICKED UP,OTH - Other,Other
37.35173733,-121.8046966,95127,1,p/u large pile of palm trimmings,YW - Yard Waste,Yard Waste
37.37238494,-121.8416754,95133,1,"p/u 8 yds debris, litter, pallets, garbage, wood",GAR - Garbage,Garbage
37.34247727,-121.8228756,95122,1,p/u large pile of tree trimmings,NULL,NULL
37.32003769,-121.8940921,95125,2,"p/u sofa, sofa chair, debris; next to 445 virginia p/u black leather sofa (441/445 connected to each other)",FUR - Furniture,Furniture
37.32012793,-121.8964873,95125,2,"p/u broken recliner, vaccum",FUR - Furniture,Furniture
37.34575403,-121.8919677,95112,2,"p/u 2 mattresses, 1 boxspring, sofa chair, toilet, vaccum",FUR - Furniture,Furniture
37.34111619,-121.88851,95112,2,ARRIVED 20:30 - P/UP 2 SOFAS AND DEBRIS,FUR - Furniture,Furniture
37.26813973,-121.8084327,95112,2,p/u boxspring,FUR - Furniture,Furniture
37.26084698,-121.8024017,95121,2,p/u large speaker,FUR - Furniture,Furniture
37.28340781,-121.8280287,95111,2,p/u blue sleeper,FUR - Furniture,Furniture
37.31774707,-121.9815108,95129,1,"p.u yw, wood, broken furn",YW - Yard Waste,Yard Waste
37.30423116,-121.8311163,95121,2,P/U SLEEPER & DEBRIS,FUR - Furniture,Furniture
37.25717432,-121.7931136,95111,1,ARRIVED 19:05 - SEARCH AREA FOR METAL DEBRIS - AREA EAST & WEST CLEAR - ALSO NORTH & SOUTH CLEAR. STREETS CLEAR OF DEBRIS AND SIDEWALKS,OTH - Other,Other
37.32362717,-121.8465943,95122,2,ARRIVED 18:00 - P/UP COUCH AND MISC ITEMS - AREA CLEAR,FUR - Furniture,Furniture
37.39414493,-121.8380679,95132,2,ARRIVED 16:50 - P/UP SOFA COUCH AND MISC ITEMS - AREA CLEAR,FUR - Furniture,Furniture
37.2617424,-121.9314108,95124,1,SWEPT GLASS ON CAMDEN & UNION. SENIOR CHECKED AREA 7-18-11,OTH - Other,Other
37.32735609,-121.952503,95117,2,"p/u 2 mattress, 2 boxsprings, debris, bed parts",FUR - Furniture,Furniture
37.35643292,-121.8020669,95127,2,"p/u mattress, boxspring, garb, debris",FUR - Furniture,Furniture
37.25630705,-121.8218706,95123,2,P/U DOUBLE BABY STROLLER,FUR - Furniture,Furniture
37.3624859,-121.8651495,95133,2,"P/U MATTRESS, FUTON MATTRESS, 4 AUTO TIRES, LITTER, SOFA CHAIR",FUR - Furniture,Furniture
37.32633829,-121.8415183,95122,1,completed by green waste,OTH - Other,Other
37.29082044,-121.823343,95111,2,P/U 3 AUTO TIRES & bED PARTS,TIR - Tires,Tires
37.29061928,-121.822561,95111,2,P/U 3 AUTO TIRES,TIR - Tires,Tires
37.35211974,-121.8938229,95112,2,P/UP 1 MATTRESS AND MISC DEBRIS,FUR - Furniture,Furniture
37.34911463,-121.8757767,95112,3,SWEPT E/B - SENIOUR CHECKED AREA 7-18-11,GLA - Glass,Glass
37.32622227,-121.9062047,95126,2,p/u sofa,FUR - Furniture,Furniture
37.3310179,-121.8838815,95112,2,p/u mattress & Boxspring,FUR - Furniture,Furniture
37.35635154,-121.8358874,95116,1,"p/u 2 cal trans herbag full building materials, 2 piles building materials, bucket full of garb",OTH - Other,Other
37.32085674,-121.8187752,95122,1,"p/u auto tire, garb, debris",GAR - Garbage,Garbage
37.32139696,-121.7746131,95148,3,swepted up glass/all clear,GLA - Glass,Glass
37.27470112,-121.9425876,95008,1,completed,YW - Yard Waste,Yard Waste
37.25545623,-121.8236948,95123,1,"ARRIVED 09:30 P/UP CLOTHES, GARBAGE, PAPERS DEBRIS",GAR - Garbage,Garbage
37.3947978,-121.8358246,95132,1,ARRIVED 10:45 - P/UP 6 LARGE BAGS GARBAGE AND 2 CAR SEATS NEXT TO 1055 COLLETTE/NOBLE,GAR - Garbage,Garbage
37.28262718,-121.9224551,95008,1,p/u 4 yds of green waste,YW - Yard Waste,Yard Waste
37.26933076,-121.8963359,95118,1,ARRIVED 18:50 - P/UP DOOR,GAR - Garbage,Garbage
37.3381833,-121.8863234,95112,3,ARRIVED 18:00 - COMPLETE,GLA - Glass,Glass
37.39888275,-121.8376783,95122,1,p/u yw 2 piles 6 yds,YW - Yard Waste,Yard Waste
37.20825284,-121.7287428,95037,3,forwarded call to hit team for pick ARG,GLA - Glass,Glass
37.31333183,-121.9162459,95128,2,"p/u 2 boxsprings, recliner",FUR - Furniture,Furniture
37.3770405,-121.8281525,95113,3,NULL,HAZ - Haz Mat,Haz Mat
37.31876475,-121.8953656,95125,1,,GAR - Garbage,Garbage
37.28803586,-121.8818136,95125,1,"p.u & removed 2 truck loads of sofas, dumped @ south yard @ 1430",NULL,NULL
37.30542301,-121.8452042,95111,1,palm tree debris 2yds p/u,YW - Yard Waste,Yard Waste
37.31145308,-121.9304082,95116,2,"p/u & removed from roadway, dumped @ mabury",FUR - Furniture,Furniture
37.31522042,-121.9434943,95128,2,ARRIVED 21:45 P/UP 1 MATTRESS & MISC ITEMS,FUR - Furniture,Furniture
37.34908019,-121.9002226,95110,1,2yds of tree debris p/u,YW - Yard Waste,Yard Waste
37.28536618,-121.8138808,95111,2,"p/u 2 mattresses, furn, wood, debris",FUR - Furniture,Furniture
37.33753028,-121.8384544,95122,2,p/u 2 sofas,FUR - Furniture,Furniture
37.28668034,-121.8399321,95111,1,home owner said debris wasa taken by some other person he asked to move it.,YW - Yard Waste,Yard Waste
37.37890533,-121.8794959,95131,1,picked up 3 yds of gw,YW - Yard Waste,Yard Waste
37.34073768,-121.8200538,95148,1,P/U CARPET,OTH - Other,Other
37.32656941,-121.837134,95122,2,ARRIVED 22:20 - P/UP MATTRESS,FUR - Furniture,Furniture
37.37587307,-121.8788865,95131,2,COMPLETE,FUR - Furniture,Furniture
37.23261168,-121.7722343,95119,2,COULD NOT LOCATE,FUR - Furniture,Furniture
37.37657146,-121.8755448,95131,1,ILLEGAL DUMP IN BIKE LANE - P/UP 2 YARDS CARPET & MISC DEBRIS,GAR - Garbage,Garbage
37.28416092,-121.8313254,95111,2,ARRIVED 21:00 - P/UP GARBAGE,FUR - Furniture,Furniture
37.35294831,-121.8505582,95116,1,arrived 18:00 - p/up debris and furniture,GAR - Garbage,Garbage
37.38260282,-121.841324,95133,1,"P/UP DIRT, ROCKS, WOOD AND YW IN STREET",OTH - Other,Other
37.27581784,-121.7476466,95138,2,ARRIVED 09:46 MET WITH RP THE SOFA WAS ALREADY PICKED UP - NOTHING AT LOCATION,FUR - Furniture,Furniture
37.27297999,-121.744347,95138,2,ARRIVED 09:38 P/UP BOXSPRING & 2 AUTO TIRES,FUR - Furniture,Furniture
37.34908019,-121.9002226,95110,1,couldnt locate metal rods - contacted RP,OTH - Other,Other
37.30359396,-121.8611779,95112,2,p/u mattress,FUR - Furniture,Furniture
37.39363232,-121.8304504,95132,1,"p/u total 5 carts 2 trips, 3 savemart, 1 longs, 1 sears left @ rear of mabury yard @ 0115",OTH - Other,Other
37.38819445,-121.9243396,95134,1,opened SR dated 6/13/11 @ 1750 for sec 70,OTH - Other,Other
37.29600905,-121.9499096,95124,2,p/u coffee table,FUR - Furniture,Furniture
37.38259733,-121.8759266,95131,2,p/u pink bean bag in street,FUR - Furniture,Furniture
37.37657146,-121.8755448,95131,1,"p/u plastic garb can, wood, carpet",GAR - Garbage,Garbage
37.31346579,-121.9109163,95126,2,ARRIVED 12:50 - P/UP 2 SOFAS AND DEBRIS,FUR - Furniture,Furniture
37.32664521,-121.8720004,95127,2,ARRIVED 13:35 P/UP ENTERTAINMENT CENTER,FUR - Furniture,Furniture
37.35572916,-121.8946285,95112,2,SIDEWALKS TO NOTIFY PROPERTY OWNER TO REMOVE DEBRIS,FUR - Furniture,Furniture
37.32158098,-121.9171665,95126,2,ARRIVED 17:10 - P/UP HUTCH AND DRESSER,FUR - Furniture,Furniture
37.30646802,-121.9479942,95128,2,"p/u sofa, mattress",FUR - Furniture,Furniture
37.33211919,-121.8991234,95110,1,ARRIVED 19:50 - P/UP CONCRETE & REBAR,OTH - Other,Other
37.32201385,-121.9005809,95125,1,p/u 4 bags garb,GAR - Garbage,Garbage
37.25897826,-121.7942434,95111,1,p/u bed liner,OTH - Other,Other
37.38599241,-121.9277368,95134,1,"nothing in roadway, looked both nb & sb",OTH - Other,Other
37.32348887,-121.9137468,95126,1,p/u debris,GAR - Garbage,Garbage
37.31377785,-121.9445025,95128,2,p/u complete baby bed set,FUR - Furniture,Furniture
37.29435485,-121.8424476,95111,2,p/u coffee table,FUR - Furniture,Furniture
37.23937812,-121.8038359,95123,2,p/u carpet #1 lane nb,FUR - Furniture,Furniture
37.26084813,-121.8064852,95148,2,p/u sofa,FUR - Furniture,Furniture
37.32158098,-121.9171665,95126,2,"p/u 2 mattresses, sofa",FUR - Furniture,Furniture
37.31996861,-121.9057746,95126,1,p/u 9 bags garbage,GAR - Garbage,Garbage
37.31621307,-121.8565639,95112,2,"p/u 3 tires, 3 rims, 4 bags trash, chair",TIR - Tires,Tires
37.2363626,-121.9035229,95124,2,p.u black garb lid,FUR - Furniture,Furniture
37.29645934,-121.8363216,95111,2,"p/u leather sofa, wood, debris",FUR - Furniture,Furniture
37.31322423,-121.8287517,95121,2,"couch, matt, pallett p/u 4yds",FUR - Furniture,Furniture
37.30932121,-121.8490932,95112,1,couldnt locate any boards,GAR - Garbage,Garbage
37.35157586,-121.8630414,95116,1,"upon arrival area had been cleared, no action taken",OTH - Other,Other
37.35938526,-121.8386862,95116,2,removed 2 boxsprings and shredded mattress from sidewalk,FUR - Furniture,Furniture
37.3727325,-121.8337287,95127,2,no mattresses/debris found in area,FUR - Furniture,Furniture
37.28340781,-121.8280287,95111,1,removed playhouse from street,OTH - Other,Other
37.31579256,-121.8062389,95148,1,NULL,YW - Yard Waste,Yard Waste
37.31143925,-121.886008,95125,1,"p/u plastic bags, cardboard & broken glass",OTH - Other,Other
37.32082545,-121.8719227,95112,2,fwd to AWP for loose debris clean up,FUR - Furniture,Furniture
37.25008147,-121.9222045,95124,2,NULL,FUR - Furniture,Furniture
37.31212357,-121.9303995,95128,1,"p/u bag stuffed animals, bag debris",GAR - Garbage,Garbage
37.314107,-121.8800444,95110,1,p/u garb wood yw,GAR - Garbage,Garbage
37.38704572,-121.8716061,95131,2,p/u 1 auto tire in street,TIR - Tires,Tires
37.38259733,-121.8759266,95131,1,p/u glass frame & litter,LIT - Litter,Litter
37.37988376,-121.8785095,95131,1,p/u 2 coner bathroom tops long,OTH - Other,Other
37.31680097,-121.8556871,95112,2,p/u king size mattress in street,FUR - Furniture,Furniture
37.22643376,-121.7511493,95037,2,P.U 3 SOFAS,FUR - Furniture,Furniture
37.18223758,-121.7616901,95141,1,P/U DIRT IN ROAD.,OTH - Other,Other
37.33805637,-121.7954045,95148,1,P/U BAG OF TRASH,GAR - Garbage,Garbage
37.3436657,-121.8216968,95127,1,P/U CLOTHES,GAR - Garbage,Garbage
37.25630705,-121.8218706,95123,2,P/U COUCH,FUR - Furniture,Furniture
37.29638729,-121.8499348,95111,1,"P/U TRASH, BUILDING MATERIALS",GAR - Garbage,Garbage
37.36429639,-121.8585816,95133,2,P/U DOOR & LADDER,FUR - Furniture,Furniture
37.30805719,-121.8182028,95121,2,P/U 2 MATTRESSES,FUR - Furniture,Furniture
37.26360487,-121.9167678,95124,1,"PICK UP ALUMINAN CANS, PLASTIC BOTTLES & LITTER - COMPLETED",OTH - Other,Other
37.35938526,-121.8386862,95116,2,p/u debris & misc items - area clear,FUR - Furniture,Furniture
37.29835297,-121.8109203,95121,1,p/u 18 large bags potting soil,GAR - Garbage,Garbage
37.41125078,-121.8741997,95132,1,"homeowner/contractor will take care of debris, home remodel.",OTH - Other,Other
37.29506374,-121.9904282,95129,2,p/u toilet,APP - Appliances,Appliances
37.34018677,-121.8863535,95112,2,"p/u 2 boxsprings, 1 mattress, 1 stroller",FUR - Furniture,Furniture
37.24772363,-121.8174473,95123,3,swept & p/u glass in street nb,GLA - Glass,Glass
37.33468875,-121.8519469,95122,1,p/u litter & Debris,GAR - Garbage,Garbage
37.23698953,-121.8038402,95123,3,nothing at location 3402 & 3414 assisted,GLA - Glass,Glass
37.18223758,-121.7616901,95141,2,p/u debris & misc items area clear,FUR - Furniture,Furniture
37.25898653,-121.840271,95136,2,p/u debris & misc items. area clear,FUR - Furniture,Furniture
37.23700191,-121.8011327,95119,1,removed broken concrete rubble. saw cut & rotohammer dowels. set forms. repair pork chop[ with new concrete.,GAR - Garbage,Garbage
37.25008147,-121.9222045,95124,2,p/u boxspring,FUR - Furniture,Furniture
37.3270806,-121.7897684,95148,1,nothing at location,OTH - Other,Other
37.30958637,-121.9960584,95129,1,county,OTH - Other,Other
37.38046175,-121.8312593,95127,1,"yw placed by neighbor in correct area, no problem",YW - Yard Waste,Yard Waste
37.35929194,-121.8125915,95127,2,"p/u mattress, sofa chair, wood",FUR - Furniture,Furniture
37.27858826,-121.8163646,95111,1,"p/u bags garb, dird, garb in street",YW - Yard Waste,Yard Waste
37.341326,-121.8691881,95116,2,"p/u sofa, 1 auto tire, box",FUR - Furniture,Furniture
37.34449226,-121.7940079,95148,2,NULL,FUR - Furniture,Furniture
37.29605369,-121.9805265,95130,1,NULL,OTH - Other,Other
37.41819911,-121.9391191,95134,1,"p/u wood, landscape sacks in road NB",GAR - Garbage,Garbage
37.2792979,-121.8163137,95111,2,"p/u mattress, boxspring, wood",FUR - Furniture,Furniture
37.32319204,-121.8894521,95110,2,NULL,FUR - Furniture,Furniture
37.32034777,-121.879746,95110,1,p/u garb debris on sherman,GAR - Garbage,Garbage
37.28082458,-121.8805922,95118,1,nothing at location looked all around,GAR - Garbage,Garbage
37.32893678,-121.8860496,95110,2,NULL,FUR - Furniture,Furniture
37.289962,-121.8500122,95111,2,NULL,FUR - Furniture,Furniture
37.25008147,-121.9222045,95124,1,"p/u garb, dirt, wood, debris, sweep up at intersection",GAR - Garbage,Garbage
37.22359714,-121.7766104,95139,1,"p/u debris, garb on golf course side",GAR - Garbage,Garbage
37.31135287,-121.8688853,95125,1,p/u shower doors sprayer glass,OTH - Other,Other
37.32224353,-121.8963671,95125,2,P/U 3 MATTRESSES,FUR - Furniture,Furniture
37.34111619,-121.88851,95112,2,"p/u sofa, clothes, litter, 2 drawers",FUR - Furniture,Furniture
37.36560382,-121.8434877,95116,2,"p/u mattress, boxspring, matt debris, pool table, table",FUR - Furniture,Furniture
37.32427497,-121.8066599,95148,2,p/u white leather sofa,FUR - Furniture,Furniture
37.34069263,-121.8810382,95112,2,PICKED UP - 2 YARDS,FUR - Furniture,Furniture
37.34895939,-121.8385448,95116,2,PICKED UP - 2 YARDS,FUR - Furniture,Furniture
37.32746748,-121.8956325,95117,2,ARRIVED 18:40 - P/UP CHAIR,FUR - Furniture,Furniture
37.26817765,-121.8078784,95111,2,ARRIVED 20:00 - P/UP SOFA,FUR - Furniture,Furniture
37.26641776,-121.8099737,95111,2,ARRIVED 20:20 - P/UP 3 MATTRESSES,FUR - Furniture,Furniture
37.339272,-121.8587255,95116,2,ARRIVED 21:05 - P/UP 2 MATTRESSES,FUR - Furniture,Furniture
37.25630705,-121.8218706,95123,2,p/u ottoman,FUR - Furniture,Furniture
37.27216958,-121.8712225,95136,1,completed 3575 also p/u 10 piles of yw,YW - Yard Waste,Yard Waste
37.38989475,-121.862753,95132,1,COMPLETE,YW - Yard Waste,Yard Waste
37.25081675,-121.8753153,95118,1,p.u box in intersection,GAR - Garbage,Garbage
37.36417383,-121.9114501,95110,1,"p/u wood, tree debris, put limb back in median island",YW - Yard Waste,Yard Waste
37.39320509,-121.87083,95132,1,"3459: p.u clothes, yw in street give to AWP. 3436 & 3435 p/up 6 yds on 6/30 (una to finish, time constraint) sec 44 3436: completed p/u 8y",YW - Yard Waste,Yard Waste
37.3435694,-121.8282381,95122,1,LOADED ALL DEBRIS,GAR - Garbage,Garbage
37.36984517,-121.8046284,95127,2,LOADED ALL DEBRIS,FUR - Furniture,Furniture
37.29413672,-121.8253112,95111,2,"p/u boxpsring, wood, debris, roll carpet",FUR - Furniture,Furniture
37.37858605,-121.8813832,95131,1,completed alsup 3575 p/u several small piles of yw and box full of garage sale left overs,YW - Yard Waste,Yard Waste
37.22910441,-121.8304953,95123,1,p/u small pile YW on snell,YW - Yard Waste,Yard Waste
37.32414049,-121.8659017,95112,2,p/u mattress,FUR - Furniture,Furniture
37.25615448,-121.9151953,95124,3,ARRIVED 19:00 - SWEEP DEBRIS (GLASS) AS MUCH AS POSSIBLE - AREA CLEAR,GLA - Glass,Glass
37.36443702,-121.892255,95112,2,ARRIVED 22:20 - P/UP DEBRIS AND MISC ITEMS - AREA CLEAR,FUR - Furniture,Furniture
37.31784192,-121.8062229,95148,1,ARRIVED 21:20 - AREA CLEAR - NO DEBRIS - COULDN'T LOCATE,YW - Yard Waste,Yard Waste
37.39320085,-121.8815176,95131,2,"P/U FUTON MATT, 1 MATT, SUIT CASE ON C.T",FUR - Furniture,Furniture
37.25898653,-121.840271,95136,2,loaded all debris,FUR - Furniture,Furniture
37.34875263,-121.8572176,95116,2,p/u dresser & Bag garb,FUR - Furniture,Furniture
37.33911436,-121.8656191,95116,2,p/u dining table & Dresser on williams,FUR - Furniture,Furniture
37.32860036,-121.8806209,95150,2,P/U LIGHT GREEN SOFA,FUR - Furniture,Furniture
37.31774707,-121.9815108,95129,2,"p/u 3 mattress, 2 chairs, green waste & furn",FUR - Furniture,Furniture
37.40929695,-121.8521343,95132,2,P/U SOFA,FUR - Furniture,Furniture
37.36168768,-121.8407932,95116,2,"P/U SOFA, WOOD, COOLER, LITTER NEAR C&G",FUR - Furniture,Furniture
37.30251691,-121.8013889,95121,2,p/u mattress,FUR - Furniture,Furniture
37.33011937,-121.8731599,95112,2,couldnt locate couch,FUR - Furniture,Furniture
37.32600901,-121.8259357,95122,2,no debri found,FUR - Furniture,Furniture
37.31214087,-121.794895,95121,2,loaded and dumped all debris,FUR - Furniture,Furniture
37.29684423,-121.9544485,95117,2,p/u mattress & boxspring,FUR - Furniture,Furniture
37.33077129,-121.7710305,95148,1,debri removed. note debris on murillo btwn santiago & woodley 2 loads out,YW - Yard Waste,Yard Waste
37.33377175,-121.772534,95148,2,"p/u DOOR, INSULATION, COUCH, CABINET & MISC",FUR - Furniture,Furniture
37.25031488,-121.8544265,95123,3,BROKEN STREET LIGHT LENSE,GLA - Glass,Glass
37.3429875,-121.8527968,95116,2,"P/U TOILET, CHAIR",APP - Appliances,Appliances
37.320302,-121.8289065,95121,3,BROKEN LIGHT FIXTURE,GLA - Glass,Glass
37.3061977,-121.7943079,95121,1,unable to locate any bags of soil at above address,OTH - Other,Other
37.31278717,-121.8402054,95122,1,ARRIVED 20:30 - P/UP DEBRIS AND MISC ITEMS,OTH - Other,Other
37.29267364,-121.8918676,95125,2,P/U COUCH,FUR - Furniture,Furniture
37.38124715,-121.8402877,95127,2,P/U COUCH,FUR - Furniture,Furniture
37.30843224,-121.8059075,95121,2,P/U COUCH,FUR - Furniture,Furniture
37.32224829,-121.8214187,95122,2,NULL,FUR - Furniture,Furniture
37.39602232,-121.8306001,95132,1,P/U 3 BAGS GARB,GAR - Garbage,Garbage
37.34625725,-121.9151893,95110,1,p/u 1 cart,OTH - Other,Other
37.31085707,-121.7659015,95135,1,ARRIVED 21:55 SPOKE TO RP - DEBRIS WAS REMOVED BY UNKOWN SOURCE - AREA CLEAR,GAR - Garbage,Garbage
37.27616462,-121.940535,95008,1,debris removed,OTH - Other,Other
37.34992543,-121.9167682,95110,1,ARRIVED 16:18 - P/UP DEBRIS AND MISC ITEMS AREA CLEAR,OTH - Other,Other
37.33895186,-121.8971871,95110,1,NULL,OTH - Other,Other
37.39657294,-121.845405,95132,2,p/u boxspring & mattress,FUR - Furniture,Furniture
37.22143368,-121.893091,95120,1,P/U 1 BAG GARB,GAR - Garbage,Garbage
